E_1,E_2,E_3,E_4,MEDFREQ_1,MEDFREQ_2,MEDFREQ_3,MEDFREQ_4,MEANFREQ_1,MEANFREQ_2,MEANFREQ_3,MEANFREQ_4,MODALFREQ_1,MODALFREQ_2,MODALFREQ_3,MODALFREQ_4
12539.2822968343,5053.71711791378,489.945996256648,48.2672364456386,3.80382348375101,14.0644915716863,22.503228906941,33.2327340380419,4.45274971751936,14.6532470023665,22.5936467377496,33.8995045486701,0,7.51854330708661,11.6195669291339,16.404094488189
8350.80246264852,5849.67890139137,835.978902646654,117.599357418839,4.78895813787437,12.9655467899438,25.1795492321576,33.8920849372725,5.47257313496619,13.3306435554375,25.1277934756462,33.7378451806156,1.36700787401575,6.15153543307087,12.9865748031496,17.7711023622047
31948.1591037616,3998.28502192084,321.461515149704,88.8102979468303,4.36959884931923,15.2993622907794,27.6113198559733,32.6213877108237,5.07735824014946,15.8776354717433,26.5803477623349,32.6489003652314,2.05051181102362,7.51854330708661,13.6700787401575,17.0875984251969
25924.5302261645,12737.2468832784,1389.08851168432,71.3432965331409,1.73594614584732,11.8897923134529,25.3486262695523,33.3521723640246,3.82501831442236,12.6486062946936,25.4546681734657,33.1513025806492,0,6.15153543307087,12.9865748031496,17.0875984251969
82735.641879058,9010.02772382212,198.392034773212,18.3552517663679,1.9072422363849,11.3430762383795,27.7181720238194,35.4766141938696,3.25656352386684,12.467609000712,27.5794408320406,34.4523672680193,0,5.46803149606299,14.3535826771654,18.4546062992126
15326.7462769228,5850.58737609402,778.953574331772,119.365547144354,1.55248674337148,17.1951250474579,24.6550794674741,33.1453201165649,2.17019717073948,17.7805599058119,24.4215857117463,34.0804402780628,0,7.51854330708661,12.3030708661417,16.404094488189
38373.9764128495,7808.88102589975,859.170949229248,83.7047889695886,2.16324056547085,15.1485121068613,26.0401600559774,30.9037018664206,3.31311179508603,15.5840361500285,26.0670375216847,30.2142338671751,0,6.15153543307087,12.9865748031496,15.7205905511811
19288.8980003776,10389.0955544851,199.674367286498,165.729284266896,5.55622503028156,13.9072333231504,23.7858766895614,34.1521343739829,5.70520691387524,14.084349336127,23.2143508676378,34.0257841643509,2.7340157480315,6.83503937007874,11.6195669291339,17.0875984251969
37110.941417902,5229.32319353997,374.560404327432,106.275721002606,1.48953401547531,14.2004825070559,25.396162819235,34.7392690000359,3.13086067640933,15.8914153238391,25.8971259636051,36.1188025253283,0,6.83503937007874,12.9865748031496,17.7711023622047
28705.4784605812,8952.98706209823,2451.86575645292,191.449636348706,6.02664141254688,17.4574825044746,24.9339128952104,33.3083815183641,5.64891997488352,15.8857934379129,24.6970583062954,33.2426770518363,0.683503937007874,9.56905511811024,12.9865748031496,16.404094488189
