RMS,RMV,STD
301.851536870941,187.423015523486,300.870415620947
246.449133315476,164.517019145419,244.712469056408
259.487585047671,184.808658202656,259.342414385937
324.959526205718,215.824448844024,322.417667652263
280.79565432649,168.368389866815,282.032919138004
314.205136000595,165.155222194567,315.294689321646
216.33752443338,174.720864819668,180.879768488173
290.340199532997,174.483297838858,289.498322758818
292.031276542868,216.259958845659,292.26147965011
289.731694440536,196.929814177239,291.346212182995
283.165167652666,179.141721630957,284.335712135004
105.05524893213,88.6477124111886,87.3146724824663
174.427688825774,140.570464953827,175.025885481764
367.610225455013,254.524170548419,369.308846918806
334.327340965769,254.642703266078,322.747806634783
216.06738236396,169.544217182573,217.255735173627
337.560280913959,238.359035325881,334.083113390922
365.969887731846,241.493080324939,362.879679892343
319.814266990883,217.206679854196,321.612692425517
308.241675405892,207.344988260336,305.39560298442
296.20981688821,193.858227251801,297.754660811397
377.428282622727,231.571422601729,378.970863529541
281.533887854876,204.385416366646,276.344475364422
309.379947727385,221.31198869856,308.829682986732
323.877764197191,175.842316585756,325.735105142403
310.753239301439,223.750359454354,306.257345804617
309.638987078304,206.801956781163,311.430902710678
268.765712395736,177.406326316358,269.572027882663
156.270192592877,123.546065951503,154.834137015544
166.124535168388,137.623216449963,134.644735130075
281.254219234567,216.253717152067,280.178039483536
264.259839956611,199.341286376842,258.260214222239
298.17094000186,202.107733385202,297.786261596441
367.707903755618,193.272192347162,369.820260205399
278.444028593806,181.580024482162,279.520648259361
333.01464908907,193.058158323444,333.652922464311
283.666736927047,194.289555695774,281.668980812351
338.838891448794,231.688303089142,339.611194706085
274.85396477004,223.451944086111,253.983053871004
350.914190174316,232.040435935769,349.944673091645
253.93262583372,184.532504473623,255.002563675394
153.753497413607,118.287770773172,148.741013350839
296.37195274104,223.771223924082,288.44221706739
307.68469276846,237.911706888186,277.865398443587
313.087102439575,201.295977881389,304.467117134888
244.412089989019,183.810949208807,244.871418531404
289.506812623398,217.047775029381,290.902960633377
232.926062340001,157.980221398688,226.123830742803
329.86548931533,236.979348497441,331.198856460434
387.657875574485,238.720002730046,389.764689728451
293.815055631473,211.807287825258,295.421855885796
394.093783931632,242.214987617351,395.476240765244
328.606061922774,218.833197271782,330.083091016511
257.260323162324,187.581369443489,255.873236840776
312.20673622542,205.183455383796,312.792889716909
297.847454875055,190.120622786371,299.515809988797
335.321686750779,241.31224065366,336.99004557407
323.663854788307,214.164367294941,322.472288028117
323.458506370184,232.019657285508,323.016792515126
317.382089063079,211.423745155723,310.098879573241
316.101901790049,222.025992557411,313.792490393209
253.006093859853,187.085993399017,247.944103919762
366.980598756202,264.772161295531,365.92805798802
413.447700417723,318.873146314407,401.850133917638
320.861139014475,220.173380252712,319.893717377631
252.637986013492,177.215482299331,253.697046805429
290.766275303466,213.504085622649,291.441616283861
293.596045989682,199.278820017369,290.082763028657
358.688092334913,267.560921170539,355.5489180059
330.846838040164,240.439286043811,329.991111812365
287.439663859637,192.913949277413,287.002072131861
398.633888958602,273.760689568722,390.992888549689
386.709715053577,290.312471699518,385.715997120686
147.987289525131,121.298912353648,138.443445469785
219.826170003948,167.377039225576,212.73820265919
306.018332579901,243.607042350181,292.951319071271
348.273945170836,225.270873054934,346.94062567473
290.579891341101,189.589905875052,288.389784268726
306.206020097589,231.483404527391,288.49277444563
170.49295082821,130.973675878904,161.22439786574
425.506312558609,299.935767123024,405.325624951109
257.597740823909,184.099498248731,258.989272673212
281.942264936464,202.851098553503,281.916262508114
289.412662364034,210.489730610113,282.987622580243
254.763722031357,194.929813680232,252.430627859524
265.11871023129,153.697531957835,266.410351657157
266.574515899827,176.921579907645,267.951140196103
203.844220195652,140.644470764437,204.521155915772
320.069579260167,219.491858302494,321.755029869848
254.873584062384,195.763842798456,255.99366820375
242.223069697828,186.61899276975,243.108627225578
387.664875668858,257.013809777889,384.172609603832
191.625919608145,131.024140252617,190.548984499328
281.974009305222,193.678187564313,282.820663053806
268.038837837251,179.603931896114,268.852092560522
378.925513613236,263.89108095154,378.822156563159
258.135866231849,176.524301300152,252.354977730284
361.745000351164,267.008204086692,362.675800338263
281.171341173638,205.832438630233,277.085662651785
386.203785532521,268.725900618458,383.957583064714
335.13203108079,234.554476395561,334.461507954023
285.761534128875,202.08869274992,257.176655629176
559.283704039018,338.390624071295,492.457916243498
320.892470397962,256.572596652781,275.061551629882
345.605556212279,239.729727623773,339.450628476246
334.57845829773,234.355938280983,304.846744359147
403.270694040009,238.608556097214,391.872554877954
372.040845071793,270.198714190972,372.405036320533
367.535099909116,229.264782025562,361.509610466854
316.982797178943,234.940742172794,308.969072805993
315.024747267167,220.742685889418,313.739587689493
395.903166695141,243.833838104776,397.300444376722
171.24391205006,136.433037085156,169.934258831567
269.587039046439,183.208584734608,270.784479856468
388.788683097242,242.043841875114,387.850930968328
351.352430793508,222.472620827842,353.325330491895
159.807960863032,124.36262065788,154.596650592705
211.957255507754,150.925329769558,208.81146773396
236.555013006394,183.22286492891,236.893799828271
309.287728149539,196.010235869866,310.675208079986
258.8359360336,169.392101689208,259.465156107749
202.050211094449,122.307342657625,202.984984712462
182.419028731574,132.711732099362,181.872533271041
233.375910542705,167.07196189778,232.100926733769
284.8874205589,196.244507184581,284.789624882617
206.092472410176,146.487084750775,207.127954850269
168.546650516564,122.180634244189,156.539319979158
145.343283942321,92.6740335229558,146.07197382339
220.855454703825,124.225476319501,221.840226939005
283.746997105098,173.092505085135,285.123890408608
316.409234570605,202.305038732084,317.960378127196
269.790577348206,185.921684454825,267.06131298299
300.158249779144,210.422385921607,298.354091156158
329.474242720784,221.642282709928,330.728944276444
177.161219245131,116.12687704853,168.954309344947
290.53022983353,198.398395927131,291.913191651664
215.046744601501,131.027598771882,215.984106133314
249.62981250261,168.58108477949,245.284401957395
287.242590721098,187.309784758929,288.134279528621
250.199038660615,191.491762657549,250.068235400001
187.983993187116,125.798386558938,188.758102801708
278.884057428251,182.897794848465,280.46451862499
240.325436918085,174.554217449842,241.313400483148
186.496819179717,123.568418787497,183.531989986268
181.900372726623,110.952327320602,181.18673687936
159.050125669966,108.350850188337,156.064115083963
233.641452096266,170.661364118099,234.71643468867
236.315422577842,167.306907741961,237.332679614871
186.787167720834,126.711095242515,187.653492230148
198.679932278179,124.224036437216,199.59947155428
128.292211259157,82.3874078824335,120.473579377431
163.041627672223,126.703109082749,162.936624634706
300.999647627334,182.778062524077,300.002672131819
220.139053990032,142.895798175239,217.501427892802
145.572552993331,113.342073412504,140.296639616214
188.546472664301,142.546524791821,189.523479261583
257.149855825234,154.427994607587,258.004291849096
176.228229063934,117.108317120941,176.542497670776
263.192594484284,183.985154859377,256.713458810386
188.030479152889,153.760820062693,179.868716116187
211.924840668568,148.695836309858,212.356504815757
269.797349683691,186.663837279578,271.205580376904
197.686891041212,138.863411775492,198.719533884522
174.456224406019,117.350570236723,175.082793623414
230.535082894047,167.595577105102,228.30862326154
184.576159260894,137.856014201423,181.43869549331
224.384492026666,135.432815693483,225.680338794396
273.044030086135,198.18942697484,273.911109838821
237.811181278521,151.660431916763,238.41372533415
174.771210291996,117.672645918323,173.351855270164
166.747454845078,121.282293650537,167.163280888984
189.824466015613,120.778919902425,189.204150289698
196.691979159342,122.889799996103,197.647264870605
179.902265883967,120.536769901448,180.03183721212
91.6923156968162,62.325884997148,92.0367182960672
90.070709265779,64.4267847629597,90.552653995389
91.7926230613204,62.4110650825892,91.9905555373549
99.3469325380529,72.2734149147208,99.5509489711872
109.195339027038,79.7993098258802,109.59931736022
105.670181105035,76.4972331595999,106.263059985686
98.3439704684348,71.8448971083667,98.4466660659367
100.6409733151,72.5749528056819,100.783508939527
97.2483335534619,68.7222097703181,97.1441819059088
101.445271526456,73.8273470186905,101.946945182741
102.041544635012,74.8862840912116,102.595912796047
98.5138100011978,67.9290884473976,99.0810401429918
88.1972254910043,62.8190121911721,88.2555552172399
75.9833950630952,53.9874386029173,76.0933040717587
96.0970463748657,67.60355153173,96.1829781923157
107.027524295462,75.8354431291664,107.647450003315
66.0253971239804,46.2156874419204,64.8582289953734
89.8190519128425,62.3298511100608,89.3310055812208
70.7901813267488,52.6577761301367,70.6478154754484
82.2219471629043,54.5804459440298,80.2597380008115
113.393328843235,79.137379878258,113.996119117993
109.941552006794,78.761149527869,110.458121839056
